"Entry ID","Lemma ID","Code (survey)","Batch (survey)","List (survey)","Item (survey)","English Word Frequency","Frequency","Frequency SD","Frequency Z","Frequency N","Sign Unknown","Frequency (Native)","Frequency SD (Native)","Frequency Z (Native)","Frequency N (Native)","Sign Unknown (Native) (proportion)","Frequency (Nonnative)","Frequency SD (Nonnative)","Frequency Z (Nonnative)","Frequency N (Nonnative)","Sign Unknown (Nonnative) (proportion)","Dominant Translation","Dominant Translation Agreement (proportion)","Dominant Translation Agreement (Native) (proportion)","Dominant Translation Agreement (Nonnative) (proportion)","Nondominant Translations","Non-Signer Iconicity","Non-Signer Iconicity SD","Non-Signer Iconicity Z","Non-Signer Iconicity N","Non-Signer Iconicity ID","Deaf Signer Iconicity","Deaf Signer Iconicity SD","Deaf Signer Iconicity Z","Deaf Signer Iconicity N","Deaf Signer Iconicity (Native)","Deaf Signer Iconicity SD (Native)","Deaf Signer Iconicity Z (Native)","Deaf Signer Iconicity N (Native)","Consistency of Guesses","Accuracy of Guesses (proportion)","Transparency","Transparency SD","Transparency Z","Lexical Class","Initialized Sign","Fingerspelled Loan Sign","Compound","Number Of Morphemes","Sign Onset","Sign Offset","Sign Duration","Video Duration","Handshape","Selected Fingers","Flexion","Flexion Change","Spread","Spread Change","Thumb Position","Thumb Contact","Sign Type","Path Movement","Repeated Movement","Major Location","Minor Location","Second Minor Location","Contact","Nondominant Handshape","Wrist Twist","Handshape Morpheme 2","Selected Fingers Morpheme 2","Flexion Morpheme 2","Flexion Change Morpheme 2","Spread Morpheme 2","Spread Change Morpheme 2","Thumb Position Morpheme 2","Thumb Contact Morpheme 2","Sign Type Morpheme 2","Movement Morpheme 2","Repeated Movement Morpheme 2","Major Location Morpheme 2","Minor Location Morpheme 2","Second Minor Location Morpheme 2","Contact Morpheme 2","Nondominant Handshape Morpheme 2","Wrist Twist Morpheme 2","Handshape Morpheme 3","Selected Fingers Morpheme 3","Flexion Morpheme 3","Flexion Change Morpheme 3","Spread Morpheme 3","Spread Change Morpheme 3","Thumb Position Morpheme 3","Thumb Contact Morpheme 3","Signtype Morpheme 3","Movement Morpheme 3","Repeated Movement Morpheme 3","Major Location Morpheme 3","Minor Location Morpheme 3","Second Minor Location Morpheme 3","Contact Morpheme 3","Nondominant Handshape Morpheme 3","Wrist Twist Morpheme 3","Handshape Morpheme 4","Selected Fingers Morpheme 4","Flexion Morpheme 4","Flexion Change Morpheme 4","Spread Morpheme 4","Spread Change Morpheme 4","Thumb Position Morpheme 4","Thumb Contact Morpheme 4","Sign Type Morpheme 4","Movement Morpheme 4","Repeated Movement Morpheme 4","Major Location Morpheme 4","Minor Location Morpheme 4","Second Minor Location Morpheme 4","Contact Morpheme 4","Nondominant Handshape Morpheme 4","Wrist Twist Morpheme 4","Handshape Morpheme 5","Selected Fingers Morpheme 5","Flexion Morpheme 5","Flexion Change Morpheme 5","Spread Morpheme 5","Spread Change Morpheme 5","Thumb Position Morpheme 5","Thumb Contact Morpheme 5","Sign Type Morpheme 5","Movement Morpheme 5","Repeated Movement Morpheme 5","Major Location Morpheme 5","Minor Location Morpheme 5","Second Minor Location Morpheme 5","Contact Morpheme 5","Nondominant Handshape Morpheme 5","Wrist Twist Morpheme 5","Handshape Morpheme 6","Selected Fingers Morpheme 6","Flexion Morpheme 6","Flexion Change Morpheme 6","Spread Morpheme 6","Spread Change Morpheme 6","Thumb Position Morpheme 6","Thumb Contact Morpheme 6","Sign Type Morpheme 6","Movement Morpheme 6","Repeated Movement Morpheme 6","Major Location Morpheme 6","Minor Location Morpheme 6","Second Minor Location Morpheme 6","Contact Morpheme 6","Nondominant Handshape Morpheme 6","Wrist Twist Morpheme 6","Sign Type Frequency","Major Location Frequency","Minor Location Frequency","Second Minor Location Frequency","Movement Frequency","Selected Fingers Frequency","Flexion Frequency","Flexion Change Frequency","Repeated Movement Frequency","Contact Frequency","Spread Frequency","Spread Change Frequency","Thumb Contact Frequency","Thumb Position Frequency","Ulnar Rotation Frequency","Neighborhood Density","Parameter Neighborhood Density","Phonotactic Probability","Phonological Complexity","SignBank Semantic Field","SignBank Reference ID","In CDI","CDI Semantic Category","Age Of Acquisition","Age Of Acquisition (Empirical)","Handshape Image"
"asia","asia","A_01_078","A","1","78","2.433","4.516","1.651","0.27","31","0","4.222","1.592","0.144","18","0","4.923","1.706","13","0.445","0","N/A","N/A","N/A","N/A","N/A","1.73","1.326","-0.688","37","N/A","1.42","0.92","31","-0.98","1.21","0.42","-1.03","19","N/A","N/A","N/A","N/A","N/A","Noun","1","0","0","1","601","1602","1001","2236","a","imrp","Fully Closed","1","N/A","1","Open","0","One Handed","Circular","0","Neutral","Neutral","Neutral","0","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.392","0.363","0.363","0.426","0.076","0.449","0.067","0.209","0.554","0.378","0","0.122","0.684","0.657","0.836","0","138","0.077","2","Place","779","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/a.png"" />"
"ask","ask","B_02_023","B","2","23","4.392","5.24","1.422","0.369","25","0","5.429","1.158","0.455","14","0","5","1.732","11","0.26","0","N/A","N/A","N/A","N/A","N/A","2.133","1.279","-0.302","30","N/A","2.26","1.59","31","-0.36","2","1.38","-0.46","22","2.53","0","3.9","1.66","0.06","Verb","0","0","0","1","501","868","367","1535","1","i","Fully Open","1","N/A","N/A","Closed","0","One Handed","None","0","Neutral","Neutral","N/A","0","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.392","0.363","0.363","0","0.153","0.261","0.409","0.209","0.554","0.378","0","0","0.684","0.343","0.836","5","272","-0.131","1","Event","23","Yes","Action Signs","40","23","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/1.png"" />"
"assembly","assembly","J_03_096","J","3","96","2.391","2.643","1.87","-0.84","29","0.034","2.571","2.065","-0.953","15","0.067","2.714","1.729","14","-0.726","0","N/A","N/A","N/A","N/A","N/A","1.435","0.945","-0.684","23","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Verb","1","0","0","1","701","1535","834","2035","a","t","N/A","N/A","N/A","N/A","Open","N/A","One Handed","Straight","0","Body","Clavicle","Clavicle","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.392","0.094","0.017","0.009","0.457","0.057","0","0","0.554","0.622","0","0","0","0.657","0.836","10","192","-0.615","2","Place","715","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/a.png"" />"
"assign","assign","H_02_036","H","2","36","2.143","3.25","1.818","-0.502","28","0","2.571","1.604","-0.922","14","0","3.929","1.817","14","-0.083","0","N/A","N/A","N/A","N/A","N/A","3.174","1.435","0.039","23","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Verb","0","0","0","1","467","1468","1001","2002","c","imrp","Curved","1","0","0","Open","1","One Handed","Curved","0","Body","Torso Mid","Body Away","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.392","0.094","0.006","0.045","0.233","0.449","0.225","0.209","0.554","0.622","0.602","0.878","0.316","0.343","0.836","0","85","-0.134","2","Event","2076","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/c.png"" />"
"assist","assist","J_03_093","J","3","93","2.603","4.793","1.32","0.399","29","0","4.867","1.457","0.396","15","0","4.714","1.204","14","0.401","0","N/A","N/A","N/A","N/A","N/A","1.696","0.822","-0.547","23","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Verb","1","0","0","1","434","1401","968","1902","a","t","N/A","N/A","N/A","N/A","Open","N/A","Asymmetrical Same Handshape","Straight","1","Hand","Finger Ulnar","N/A","0","a","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.059","0.25","0.007","0","0.457","0.057","0","0","0.446","0.378","0","0","0","0.657","0.836","1","414","-0.975","2","None","2077","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/a.png"" />"
"assistant","assistant","F_03_076","F","3","76","3.216","4.778","1.396","0.253","27","0","4.5","1.225","0.085","14","0","5.077","1.553","13","0.433","0","N/A","N/A","N/A","N/A","N/A","1.813","1.575","-0.942","32","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Noun","1","0","0","1","467","1335","868","1935","a","t","N/A","N/A","N/A","N/A","Open","N/A","Asymmetrical Same Handshape","Straight","1","Hand","Finger Ulnar","N/A","1","a","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.059","0.25","0.007","0","0.457","0.057","0","0","0.446","0.622","0","0","0","0.657","0.836","2","414","-0.837","2","None","2077","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/a.png"" />"
"astronaut","astronaut","F_02_013","F","2","13","2.307","2.407","1.526","-1.016","27","0","2.286","1.49","-1.094","14","0","2.538","1.613","13","-0.933","0","N/A","N/A","N/A","N/A","N/A","1.226","0.617","-1.007","31","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Noun","1","0","1","2","467","1668","1201","1668","r","im","Crossed","0","0","0","Closed","0","Asymmetrical Different Handshape","Straight","1","Hand","Palm","Hand Away","1","B","0","open_b","imrp","FullyOpen","0","0","0","Open","0","Symmetrical Or Alternating","Straight","N/A","Neutral","Neutral","Neutral","0","open_b","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.175","0.25","0.077","0.155","0.457","0.14","0.012","0.791","0.446","0.622","0.602","0.878","0.684","0.343","0.836","4","355","-0.095","4","None","3355","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/r.png"" />"
"at","at","J_01_055","J","1","55","5.215","2.643","1.85","-0.905","30","0.067","2.533","1.995","-0.983","15","0","2.769","1.739","15","-0.814","0.133","N/A","N/A","N/A","N/A","N/A","1.875","1.296","-0.597","24","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Minor","0","0","0","1","534","1101","567","1702","flat_b","imrp","Flat","0","0","0","Open","0","Asymmetrical Same Handshape","Straight","0","Hand","Palm Back","N/A","1","flat_b","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.059","0.25","0.024","0","0.457","0.449","0.162","0.791","0.554","0.622","0.602","0.878","0.684","0.657","0.836","3","391","0.233","1","Locative","2078","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />"
"athlete","athlete","J_03_068","J","3","68","2.373","3.586","1.862","-0.333","29","0","4","1.732","-0.157","15","0","3.143","1.956","14","-0.522","0","N/A","N/A","N/A","N/A","N/A","1.261","0.864","-0.739","23","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Noun","1","0","0","1","467","1301","834","1802","a","t","N/A","N/A","N/A","N/A","Open","N/A","One Handed","Straight","1","Neutral","Neutral","N/A","0","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.392","0.363","0.363","0","0.457","0.057","0","0","0.446","0.378","0","0","0","0.657","0.836","9","520","-0.54","2","Attribute","2079","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/a.png"" />"
"atlanta","atlanta","K_03_107","K","3","107","2.525","4.458","2","0.202","25","0.04","3.9","1.595","0.132","11","0.091","4.857","2.214","14","0.252","0","atlanta","1","1","1","N/A","1.2","0.645","-1.25","25","ATLANTA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Name","1","0","0","1","734","1635","901","2236","a","t","N/A","N/A","N/A","N/A","Open","N/A","One Handed","Curved","0","Body","Clavicle","Clavicle","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.392","0.094","0.017","0.009","0.233","0.057","0","0","0.554","0.622","0","0","0","0.657","0.836","3","134","-0.709","3","N/A","N/A","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/a.png"" />"
"attention","attention","A_03_089","A","3","89","3.702","5.8","1.258","0.957","25","0","5.667","1.047","0.919","15","0","6","1.563","10","1.015","0","N/A","N/A","N/A","N/A","N/A","4.81","1.721","0.562","21","N/A","3.36","1.74","31","0.02","2.79","1.78","-0.23","19","N/A","N/A","N/A","N/A","N/A","Noun","0","0","0","1","767","1335","567","2803","open_b","imrp","Fully Open","0","0","0","Open","0","Symmetrical Or Alternating","Straight","1","Head","Eye","Head Away","0","open_b","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.345","0.266","0.016","0.178","0.457","0.449","0.409","0.791","0.446","0.378","0.602","0.878","0.684","0.657","0.836","10","426","0.322","1","State","756","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/open_b.png"" />"
"attitude","attitude","J_03_091","J","3","91","3.124","4.345","1.495","0.117","29","0","4.067","1.486","-0.116","15","0","4.643","1.499","14","0.367","0","N/A","N/A","N/A","N/A","N/A","1.609","1.033","-0.585","23","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Noun","1","0","0","1","501","1702","1201","2236","a","t","N/A","N/A","N/A","N/A","Open","N/A","One Handed","Circular","0","Body","Body Away","Clavicle","1","N/A","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.392","0.094","0.016","0.009","0.076","0.057","0","0","0.554","0.622","0","0","0","0.657","0.164","0","58","-0.954","3","State","1972","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/a.png"" />"
"audience","audience","F_01_072","F","1","72","3.112","4.538","1.503","0.159","27","0.037","4.357","1.447","0.057","14","0","4.75","1.603","13","0.279","0.077","N/A","N/A","N/A","N/A","N/A","2.156","1.547","-0.74","32","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Noun","0","0","0","1","467","1502","1034","2169","5","imrp","Fully Open","1","1","0","Open","0","Symmetrical Or Alternating","Curved","0","Neutral","Neutral","Neutral","0","5","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.345","0.363","0.363","0.426","0.233","0.449","0.409","0.209","0.554","0.378","0.398","0.878","0.684","0.657","0.836","7","307","0.488","2","N/A","N/A","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/5.png"" />"
"auditorium","auditorium","F_02_021","F","2","21","1.908","4.185","1.545","-0.019","27","0","4","1.569","-0.127","14","0","4.385","1.557","13","0.097","0","N/A","N/A","N/A","N/A","N/A","1.839","1.098","-0.729","31","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Noun","0","0","0","1","400","1568","1168","2236","curved_5","imrp","Curved","0","1","0","Open","0","Symmetrical Or Alternating","Curved","0","Neutral","Neutral","Neutral","0","curved_5","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.345","0.363","0.363","0.426","0.233","0.449","0.225","0.791","0.554","0.378","0.398","0.878","0.684","0.657","0.836","12","311","0.539","2","People","2081","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />"
"aunt","aunt","E_02_027","E","2","27","3.45","3.625","1.641","-0.346","32","0","3.533","1.506","-0.387","15","0","3.706","1.795","17","-0.311","0","N/A","N/A","N/A","N/A","N/A","1.833","1.859","-0.925","30","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Noun","1","0","0","1","467","1368","901","1869","a","t","N/A","N/A","N/A","N/A","Open","N/A","One Handed","None","1","Head","Head Away","N/A","0","N/A","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.392","0.266","0.066","0","0.153","0.057","0","0","0.446","0.378","0","0","0","0.657","0.164","0","258","-1.045","2","People","24","Yes","People","33","14","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/a.png"" />"
"australia","australia","J_03_035","J","3","35","2.634","3.069","1.85","-0.607","29","0","3.333","2.059","-0.504","15","0","2.786","1.626","14","-0.718","0","N/A","N/A","N/A","N/A","N/A","1.174","0.491","-0.841","23","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Name","0","0","0","1","501","1435","934","1902","1","m","Curved","1","N/A","N/A","Open","1","Symmetrical Or Alternating","Curved","0","Neutral","Neutral","Neutral","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.345","0.363","0.363","0.426","0.233","0.045","0.225","0.209","0.554","0.378","0","0","0.316","0.657","0.836","2","358","-0.121","3","Place","824","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/1.png"" />"
